2024-03-05 02:53:50.359 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testGetBalance started
2024-03-05 02:53:57.546 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - Before method started
2024-03-05 02:53:57.549 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - testGetDebt started
2024-03-05 02:53:57.549 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - Test finished
2024-03-05 02:53:57.550 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - Before method started
2024-03-05 02:53:57.550 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testTopUp started
2024-03-05 02:53:57.550 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - Test finished
2024-03-05 02:53:57.555 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - Before method started
2024-03-05 02:53:57.555 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testGetBalance started
2024-03-05 02:53:57.555 [main] INFO  ru.bank.assigment.productservice.product.card.credit.CreditCardTest - Test finished
2024-03-05 02:57:16.153 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testTopUp started
2024-03-05 02:57:16.157 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished
2024-03-05 02:57:16.158 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testGetBalance started
2024-03-05 02:57:16.158 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished
2024-03-05 03:03:35.011 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testTopUp started
2024-03-05 03:03:35.013 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished
2024-03-05 03:03:35.015 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testGetBalance started
2024-03-05 03:03:35.015 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished
2024-03-05 03:05:23.577 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testTopUp started
2024-03-05 03:05:23.578 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished
2024-03-05 03:05:23.579 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testGetBalance started
2024-03-05 03:05:23.579 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished
